src_code,src_content,dst_code,dst_content
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Korean,전람회에 각국 영사와 외국인 다수 참관. 개회한 이래로 전 조선 각 방면의 인기를 끈 이 세계적 전람회는 날이 갈수록 평판이 높아서 경성에 있는 독일 영사관을 비롯하여 각국 사람들이 다수 참관하여 실로 동양 천지에서는 처음되리만큼 성황 위에 대성황을 이루었습니다.
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Arabic,توافد العديد من الأجانب والقناصلة من كل بلد على المعرضِ الراقي. حيث أحدث هذا الحدثُ العالميُّ ضجةً كبرى منذُ افتتاحه، لافتًا اهتمام الجماهيرِ الواسعةِ من جميعِ أرجاءِ كوريا. مُحقّقا شعبية ونجاحًا كبيرين للمرةِ الأولى في آسيا، بزيارةِ عددٍ كبيرٍ من الأفرادِ، من جنسياتٍ وأعمارٍ مُختلفةٍ بما في ذلك الممثلُ القنصليُ الألمانيُّ.
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Chinese (Simplified),各国领事和众多外国人参观了展会。自开展以来，此次国际艺术展吸引了全朝鲜各方面的关注，随着展会时间推移，口碑也持续升高，京城的德国领事馆及各国人民纷纷观展，简直成了东方世界前所未有的大盛况。
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,English,"Consuls from each country and many foreigners visited the Exhibition. The Global Exhibition, which has attracted public interest from all around Korea since its start, has gained more popularity and become a great success for the first time in Asia with people from many countries including the Consular representative of Germany visiting."
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Indonesian,"Banyak konsul dan orang asing mengamati pameran tersebut. Sejak dibuka, pameran kelas dunia yang mempopulerkan semua aspek Joseon ini semakin mendapatkan reputasi. Banyak orang dari seluruh dunia, termasuk konsulat Jerman di Gyeongseong turut hadir sehingga mencapai kesuksesan besar di atas kemakmuran untuk pertama kalinya di Timur."
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Japanese,展覧会では各国の領事や外国人が多数参観。開会以来、朝鮮全土の各方面から人気を集めたこの世界的な展覧会は、日を追うごとに評判が高まり、京城にあるドイツ領事館をはじめ、各国の人々が多数参観し、実に東洋天地では初めてというほどの盛況ぶりを見せました。
French,展覽會에 各國 領事와 外國人 多數 參觀  개회한 이래로 전 조선 각 방면의 인긔人氣를 ᄭᅳ으른 이 세게뎍 뎐람회는 날이 갈사록 평판이 놉하서 경성에 잇는 로서와 령사관과 독일 령사관을 비롯하야 각국 사람들이 다수히 참관하야 실로 동양 텬지에서는 처음되리 만치 성황 우에 대성황을 이루엇슴니다,Spanish,"Cónsules de cada país y muchos extranjeros visitaron la Exhibición. La Exhibición Global, que atrajo interés público en todo Corea desde su inicio, ha ganado más popularidad y se ha vuelto un gran éxito por primera vez en Asia, con personas que vinieron de muchos países, incluida la visita del representante consular de Alemania."
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,English,"From street to street, from this end to that end, to the deep in the mountain, I will light up a quiet and poor village to make the whole world brighter"
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Korean,거리에서 거리로 끝을 이어서 점-점점 산속으로 들어가면서 적막한 빈촌에도 불 켜 주리라 그리하면 이 세상이 더욱 밝겠지
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Arabic,من شارع إلى شارع، ومن نهاية إلى أخرى، سأغوص بعمق الجبل، وسأُنير قرية بسيطة وهادئة حتى يُضاء العالم بأسره ويصبح أكثر إشراقًا
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Chinese (Simplified),走过一条条街道，慢慢走进大山里，在寂寥的荒村也点亮一盏街灯。唯有如此，世界才会更明亮。
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Indonesian,"Akan kunyalakan lampu di desa miskin yang sunyi saat menjelajahi jalan ke jalan secara bertahap memasuki pegunungan. Dengan begitu, dunia akan menjadi lebih terang."
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Japanese,街から街へと繋いで、徐々に山の奥へと入りながら、寂しく貧しい村にも明かりを灯してあげよう。そうすれば、この世はもっと明るくなるであろう。
French,거리에서 거리로 끗을 이어셔 점-점점 山속으로 들어가면서 寂寞한 貧村에도 불 켜 주리라 그리하면 世上이 더욱 밝겟지,Spanish,"De calle en calle, desde esta punta a la otra, hasta lo profundo de la montaña, iluminaré una aldea pobre y silenciosa para que el mundo entero sea más brillante"
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Korean,그렇다 이 몸은 저이와 같이  거리에서 거리로 돌아다니며  집집의 장명등에 불을 켜리라
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Arabic,نعم، سأتنقل عبرهم الواحد تلو الآخر ومن شارع إلى شارع لكي أُضِيءَ فانوس كل منزلٍ
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Chinese (Simplified),啊，我愿意跟他去巡夜，点亮一盏盏街灯。
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,English,"Yes, I will go with them from street to street to light up the lantern of every house"
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Indonesian,"Seperti dia, tubuh ini akan berkeliaran dari jalan ke jalan dan menyalakan lampu dari rumah ke rumah."
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Japanese,そうだ、この身で彼のように街を歩き回り、家々の長明燈に火をつけよう。
French,그-럿타 이몸은 저이와 갓치 거리에서 거리로 돌아다니며 집집의 장명燈에 불을 켜리라,Spanish,"Sí, iré con ellos de calle en calle para encender el farol de todas las casas"
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Korean,"그러면 어떻게 하면 그렇게 남이 내 속생각을 똑똑히 알게 쓰게 되느냐 하면 자기의 느낌과 뜻과 생각을 조금도 더 꾸미지 말고 더 빼지도 말고 그대로, 생각 그대로 써 놓으면 되는 것입니다."
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Arabic,بالحديث عن كيفية نقلَ أفكاري بوضوحٍ للآخرين، فعليكَ أنْ تكتبَ مشاعركَ وأفكاركَ وخواطركَ، بما يُطابقُ حديثكَ وبما يَجولُ في خلجاتِ ذهنك، بلا إضافاتٍ أو حذفٍ، وبلا تمجيد.
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Chinese (Simplified),那么该怎样做才能写出让别人清晰地知道自己内心想法的文章呢？方法就是不修饰、不增减自己的感受、意思和想法， 直接原原本本地写出自己的想法。
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,English,"Speaking of how to deliver my thought clearly for others, you have to write your emotion, ideas, and thoughts as you speak and as you think, without adding or leaving out anything, and without glamorizing."
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Indonesian,"Kemudian, bagaimana cara membuat orang lain mengetahui dengan jelas apa yang kita pikirkan? Yaitu dengan menuliskan perasaan, maksud, dan pikiran kita apa adanya, tanpa dibumbui atau dikurangi."
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Japanese,では、どうすればそのように他の人に自分の内なる考えをよく分かるように書くことができるかというと、自分の感情や意思や考えを、飾ることも足すことも省くこともせず、そのまま、思いのままに書き留めればいいのです。
French,그러면 엇더케 하면 그러케 남이 내 속생각을 ᄯᅩᆨᄯᅩᆨ히 알게 쓰게 되느냐 하면 자긔의 늣김과 ᄯᅳᆺ과 생각을 족음도 더 ᄭᅮ미지 말고 더 ᄲᅢ지도 말고 고대로 생각 고대로 써 노으면 되는 것임니다.,Spanish,"Hablando de cómo expresar claramente mi mente a los demás, tienes que escribir tus emociones, ideas y pensamientos de la manera en que hablas y piensas, sin agregar ni quitar nada, y sin embellecerlo."
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Korean,그리고 아무리 구차한 집도 밝도록 환하게 불 켜 주리라 그리하면 거리가 더 밝아져서 모두가 다-같이 행복되리라
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Arabic,سأضيء حتى أبسط البيوت لأنير الشوارع وأجعلها أكثر إشراقًا حيث يكون الجميع سعداء
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Chinese (Simplified),哪怕破屋烂瓦，也要点亮街灯。唯有如此，街头才会变得更明亮，我们才会更幸福。
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,English,I will light up even the poorest house to shine the streets even brighter where everyone is happy
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Indonesian,"Dan betapa pun miskinnya rumah itu, akan kunyalakan hingga terang. Dengan begitu, jalanan akan lebih terang dan semua orang akan bahagia bersama."
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Japanese,そして、どんなに粗末な家だって明るく明かりを灯してあげよう。そうすれば、街はもっと明るくなり、皆が共に幸せになるであろう。
French,그리고 아모리 구차한 집도 밝도록 환-하게 불 켜 주리라 그리하면 거리가 더 밝어져서 모도가 다-가티 幸福되리라,Spanish,Iluminaré hasta la casa más pobre para que las calles brillen aún más y todos sean felices
French,글은 엇더케 해야 잘 짓나,Korean,글은 어떻게 해야 잘 짓나?
French,글은 엇더케 해야 잘 짓나,Arabic,كيف تكتب جيدًا؟
French,글은 엇더케 해야 잘 짓나,Chinese (Simplified),如何才能写好文章？
French,글은 엇더케 해야 잘 짓나,English,How to Write Well?
French,글은 엇더케 해야 잘 짓나,Indonesian,Bagaimana Cara Menulis dengan Baik?
French,글은 엇더케 해야 잘 짓나,Japanese,文章はどうすれば上手く書けるか。
French,글은 엇더케 해야 잘 짓나,Spanish,¿Cómo escribir bien?
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Korean,"나는 항상 이렇게 생각하고 느낍니다. 『과연 이것은 우리의 잡지다! 끝끝내 우리를 위하여 정성을 써주는 잡지요, 조선 소년의 참된 생명을 길러주는 잡지다』고요 사실로 우리는 부모에게서도 배우지 못하고 학교에서도 배우지 못하는 거룩한 정신을 오직 『어린이』에서 배워가고 있습니다."
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Arabic,"باستمرار، أفكر وأشعر على هذا النهج. "" ها هي ذي، المجلةُ الصادقة التي لا تقدر بثمن! فهي تمنحنا الصدق الأسمى وتُلهم أطفالنا بحياةٍ حقيقيةٍ"" حقاً، يمكننا أن نتعلم المبادئ والقيم الثمينة التي لا غنى لنا عن تعلمها من دون آبائنا أو مدارسنا إلا من ""آورينالأطفال""."
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Chinese (Simplified),我一直认为和觉得，“这才是我们的杂志！坚持为我们付出心血的杂志，培养朝鲜少年真正生命的杂志”。事实上，我们不能从父母身上学到的，不能在学校学到的伟大精神，都正在从《儿童》中学习。
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,English,"I always think and feel like this. ""This indeed is a genuine magazine for us! It does nothing but gives us the ultimate sincerity and inspires the Korean children with a true life."" In fact, we can learn the priceless principle that we couldn't from our parents or schools but only from ""EoriniChildren."""
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Indonesian,"Aku selalu berpikir dan merasa seperti ini. ""Sebenarnya inilah majalah kami! Majalah yang menulis ketulusan untuk kami dari ujung ke ujung, dan majalah yang menumbuhkan kehidupan sebenarnya dari pemuda Joseon."" Padahal kita mempelajari roh suci yang tidak bisa kita pelajari dari orang tua kita atau bahkan di sekolah hanya dari ""anak-anak""."
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Japanese,私はいつもこんな風に考え、感じています。「まさしくこれは私たちの雑誌だ！最後まで私たちのために気遣ってくれる雑誌、朝鮮の少年の真の命を育ててくれる雑誌だ」と。実際、私たちは両親からも学べず、または学校でも学べない聖なる精神を、ひとえに『こども』から学んでいるのです。
French,나는 항상 이럿케 생각하고 늣김니다 『과연 이것은 우리의 잡지다! ᄭᅳᆺᄭᅳᆺ내 우리를 위하야 정성을 써주는 잡지요 됴선 소년의 참된 생명을 길너주는 잡지다』고요 사실로 우리는 부모에게서도 배호지 못하고 학교에서도 배호지 못하는 거륵한 정신을 오즉 『어린이』에서 배화 가고 잇슴니다.,Spanish,"Siempre pienso y siento esto. «¡Esta sí que es una revista para nosotros! No hace nada, pero nos da sinceridad definitiva y motiva a los niños coreanos hacia una vida auténtica». De hecho, aprendemos el principio invaluable que no pudimos aprender de nuestros padres ni de la escuela, solo con «EoriniNiños»."
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Korean,대체 『그 글 잘되었다』 하고 칭찬하는 것은 무엇을 표준하고 하는 말인지 아십니까? 그것은 무엇보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타났느냐 안 나타났느냐 하는데 있는 것입니다.
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Arabic,"أتدري ما الذي يُشاد به بالفعل عندما يقال ""هذه كتابةٌ رائعة""، وعلى أي أساسٍ يُبنى ذلك؟ الحقيقةُ الأهم، تتعلق في ما إذا كان النص مبرزًا لما يريدُ الكاتبُ نقله، ومدى قدرته على تجسيد أفكاره ومشاعره بوضوحٍ يلامس الروح."
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Chinese (Simplified),知道“那篇文章写得好”的称赞究竟是以何为标准的吗？首先就是在那篇文章里，作者内心的想法是否清晰地表达了出来。
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,English,"Do you understand what ""That is a fine writing"" really praises and has its basis on? More than anything, that is about if the text has conveyed the mind of the writer clearly."
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Indonesian,"Apakah kamu tahu apa standar dari pujian ""Tulisan itu bagus""? Pertama, semuanya tergantung pada apakah pikiran seseorang diungkapkan dengan jelas atau tidak dalam tulisan tersebut."
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Japanese,「文章が上手く書けた」と称賛する際、いったい何を基準にしているのか知っていますか。それは何よりもまず、その人の内なる考えがその文章にはっきりと表現されているかどうかです。
French,대톄 『그 글 잘되엿다』 하고 층찬하는 것은 무엇을 표준하고 하는 말인지 아심닛가? 그것은 아모것보다도 먼저 그 글에 그 사람의 속생각이 분명하게 나타낫느냐 안 나타낫느냐 하는데 잇는 것임니다.,Spanish,"¿Entiendes qué elogia y en qué se basa la frase «Ese escrito es bueno»? Más que nada, se trata de si el texto expresó claramente la mente del escritor."
French,모든 것이 흔어지고 쓰러저 업서진 븬터에서 오히려 ᄯᅩ 눌리고 짓밟히고 학대 밧고 잇는 됴선의 어린이들에게 족음이라도 더 새로운 깃븜과 긔운을 주어 밝은 빗을 가저다두고 새로운 생명을 길러주자! 하는 동시에 엇더케하면 가제 싹 돗기 시작하는 됴선의 소년운동 우에 새로운 량식거리가 되고 ᄯᅩ 충실한 부림ᄭᅮᆫ이 되야 됴선의 소년운동을 한 금이라도 더 놉히 올려가는데 도음이 될 수 잇슬가! 하는 것이 『어린이』가 창간되는 첫날브터의 생각이요 바람이요 계획이엿슴니다.,Korean,모든 것이 흩어지고 쓰러져 없어진 빈터에서 오히려 또 눌리고 짓밟히고 학대 받고 있는 조선의 어린이들에게 조금이라도 더 새로운 기쁨과 기운을 주어 밝은 빛을 가져다 두고 새로운 생명을 길러주자! 하는 동시에 어떻게 하면 아직 싹 돋기 시작하는 조선의 소년운동 위에 새로운 양식거리가 되고 또 충실한 부림꾼이 되어 조선의 소년운동을 조금이라도 더 높이 올려놓는데 도움이 될 수 있을까! 하는 것이 『어린이』가 창간되는 첫날부터의 생각이요 바람이요 계획이었습니다.
French,모든 것이 흔어지고 쓰러저 업서진 븬터에서 오히려 ᄯᅩ 눌리고 짓밟히고 학대 밧고 잇는 됴선의 어린이들에게 족음이라도 더 새로운 깃븜과 긔운을 주어 밝은 빗을 가저다두고 새로운 생명을 길러주자! 하는 동시에 엇더케하면 가제 싹 돗기 시작하는 됴선의 소년운동 우에 새로운 량식거리가 되고 ᄯᅩ 충실한 부림ᄭᅮᆫ이 되야 됴선의 소년운동을 한 금이라도 더 놉히 올려가는데 도음이 될 수 잇슬가! 하는 것이 『어린이』가 창간되는 첫날브터의 생각이요 바람이요 계획이엿슴니다.,Arabic,فلنكن منارة الأمل للأطفال الذين ليس فقط يُفقَدون في عالم مهجور ومثبط للهمم فحسب، بل يُحاصرون أيضا تحت نير الاضطهاد وسوء المعاملة. فلتكن سعادتنا وبهجتنا المُرهم الذي يمحو آلامهم والسند الذي يساعدهم على النهوض! بينما نسعى جاهدين للقيام بذلك، كيف يمكننا تأجيج شعلة حركة الشباب في كوريا، التي بدأت توقد للتو بالمعرفة المكتشفة حديثًا؟ وكيف يمكننا أن نكون حليفًا مخلصًا للمساعدة في هذه القضية ؟ كانت هذه هي المبادئ التوجيهية والرؤية والدرب الذي ننهجه منذ اليوم الأول لإصدارنا «إيورينيالأطفال».
French,모든 것이 흔어지고 쓰러저 업서진 븬터에서 오히려 ᄯᅩ 눌리고 짓밟히고 학대 밧고 잇는 됴선의 어린이들에게 족음이라도 더 새로운 깃븜과 긔운을 주어 밝은 빗을 가저다두고 새로운 생명을 길러주자! 하는 동시에 엇더케하면 가제 싹 돗기 시작하는 됴선의 소년운동 우에 새로운 량식거리가 되고 ᄯᅩ 충실한 부림ᄭᅮᆫ이 되야 됴선의 소년운동을 한 금이라도 더 놉히 올려가는데 도음이 될 수 잇슬가! 하는 것이 『어린이』가 창간되는 첫날브터의 생각이요 바람이요 계획이엿슴니다.,Chinese (Simplified),送给在一切都消散倒下的空地上反而再次受到打压、践踏和虐待的朝鲜儿童些许新的欢乐和生机，为他们送去光明并注入新的生命吧！同时，如何才能成为刚刚开始萌芽的朝鲜少年运动的新食粮和忠实仆从，为扩大朝鲜少年运动增添一些助力！从《儿童》创刊的第一天开始，这些就一直是我的想法、希望和计划。
French,모든 것이 흔어지고 쓰러저 업서진 븬터에서 오히려 ᄯᅩ 눌리고 짓밟히고 학대 밧고 잇는 됴선의 어린이들에게 족음이라도 더 새로운 깃븜과 긔운을 주어 밝은 빗을 가저다두고 새로운 생명을 길러주자! 하는 동시에 엇더케하면 가제 싹 돗기 시작하는 됴선의 소년운동 우에 새로운 량식거리가 되고 ᄯᅩ 충실한 부림ᄭᅮᆫ이 되야 됴선의 소년운동을 한 금이라도 더 놉히 올려가는데 도음이 될 수 잇슬가! 하는 것이 『어린이』가 창간되는 첫날브터의 생각이요 바람이요 계획이엿슴니다.,English,"For children not only falling into a frustrated and empty land but also under suppression and mistreatment, let us give them light by sharing joy and cheer so they can stand up! While doing so, what can be done to fuel the movement of the youth in Korea that has just begun with new knowledge, and what can I do to help it by becoming a faithful servant? These were the ideas, vision, and plan from the first day of publication of ""EoriniChildren."""
French,모든 것이 흔어지고 쓰러저 업서진 븬터에서 오히려 ᄯᅩ 눌리고 짓밟히고 학대 밧고 잇는 됴선의 어린이들에게 족음이라도 더 새로운 깃븜과 긔운을 주어 밝은 빗을 가저다두고 새로운 생명을 길러주자! 하는 동시에 엇더케하면 가제 싹 돗기 시작하는 됴선의 소년운동 우에 새로운 량식거리가 되고 ᄯᅩ 충실한 부림ᄭᅮᆫ이 되야 됴선의 소년운동을 한 금이라도 더 놉히 올려가는데 도음이 될 수 잇슬가! 하는 것이 『어린이』가 창간되는 첫날브터의 생각이요 바람이요 계획이엿슴니다.,Indonesian,"Mari kita berikan sedikit lebih banyak kegembiraan dan semangat baru untuk anak-anak Joseon, yang tertindas, diinjak-injak, dan dianiaya di lahan kosong di mana semuanya berserakan dan hancur, dan berikan cahaya terang untuk menumbuhkan kehidupan baru! Di saat yang sama, entah bagaimana ini akan menjadi jalan baru di atas gerakan pemuda Joseon yang baru mulai tumbuh dan menjadi pekerja yang tulus untuk membantu mengangkat gerakan pemuda di Joseon lebih tinggi lagi! Ini adalah pemikiran, keinginan, dan rencanaku sejak hari pertama penerbitan ""Anak-Anak""."
